,title,year,category,result
5599,the foxes of harrow,1947,cinematography,O
5600,black narcissus,1947,cinematography,W
5601,the ghost and mrs. muir,1947,cinematography,N
5602,odd man out,1947,cinematography,O
5603,unconquered,1947,cinematography,O
5604,hamlet,1948,cinematography,O
5605,johnny belinda,1948,cinematography,N
5606,the red shoes,1948,cinematography,O
5607,the snake pit,1948,cinematography,O
5608,the treasure of the sierra madre,1948,cinematography,O
5609,the search,1948,cinematography,O
5610,when my baby smiles at me,1948,cinematography,O
5611,sitting pretty,1948,cinematography,O
5612,joan of arc,1948,cinematography,W
5613,i remember mama,1948,cinematography,N
5614,"sorry, wrong number",1948,cinematography,O
5615,the luck of the irish,1948,cinematography,O
5616,key largo,1948,cinematography,O
5617,a foreign affair,1948,cinematography,N
5618,easter parade,1948,cinematography,O
5619,the emperor waltz,1948,cinematography,O
5620,the pirate,1948,cinematography,O
5621,romance on the high seas,1948,cinematography,O
5622,the paleface,1948,cinematography,O
5623,casbah,1948,cinematography,O
5624,that lady in ermine,1948,cinematography,O
5625,wet blanket policy,1948,cinematography,O
5626,moonrise,1948,cinematography,O
5627,the naked city,1948,cinematography,W
5628,portrait of jennie,1948,cinematography,N
5629,green grass of wyoming,1948,cinematography,N
5630,the loves of carmen,1948,cinematography,N
5631,the three musketeers,1948,cinematography,N
5632,b.f.'s daughter,1948,cinematography,O
5633,red river,1948,cinematography,O
5634,deep waters,1948,cinematography,O
5635,all the king's men,1949,cinematography,O
5636,battleground,1949,cinematography,W
5637,the heiress,1949,cinematography,N
5638,a letter to three wives,1949,cinematography,O
5639,twelve o'clock high,1949,cinematography,O
5640,the fallen idol,1949,cinematography,O
5641,champion,1949,cinematography,N
5642,the hasty heart,1949,cinematography,O
5643,sands of iwo jima,1949,cinematography,O
5644,pinky,1949,cinematography,O
5645,my foolish heart,1949,cinematography,O
5646,"edward, my son",1949,cinematography,O
5647,come to the stable,1949,cinematography,N
5648,bicycle thieves,1949,cinematography,O
5649,beyond the forest,1949,cinematography,O
5650,on the town,1949,cinematography,O
5651,jolson sings again,1949,cinematography,N
5652,look for the silver lining,1949,cinematography,O
5653,neptune's daughter,1949,cinematography,O
5654,it's a great feeling,1949,cinematography,O
5655,so dear to my heart,1949,cinematography,O
5656,"once more, my darling",1949,cinematography,O
5657,madame bovary,1949,cinematography,O
5658,little women,1949,cinematography,N
5659,adventures of don juan,1949,cinematography,O
5660,saraband for dead lovers,1949,cinematography,O
5661,prince of foxes,1949,cinematography,N
5662,she wore a yellow ribbon,1949,cinematography,W
5663,the barkleys of broadway,1949,cinematography,N
5664,sand,1949,cinematography,N
5665,mother is a freshman,1949,cinematography,O
5666,the window,1949,cinematography,O
5667,mighty joe young,1949,cinematography,O
5668,tulsa,1949,cinematography,O
5669,all about eve,1950,cinematography,N
5670,born yesterday,1950,cinematography,O
5671,father of the bride,1950,cinematography,O
5672,king solomon's mines,1950,cinematography,W
5673,sunset boulevard,1950,cinematography,N
5674,the asphalt jungle,1950,cinematography,N
5675,the third man,1950,cinematography,W
5676,cyrano de bergerac,1950,cinematography,O
5677,the magnificent yankee,1950,cinematography,O
5678,harvey,1950,cinematography,O
5679,caged,1950,cinematography,O
5680,broken arrow,1950,cinematography,N
5681,mister 880,1950,cinematography,O
5682,the flame and the arrow,1950,cinematography,N
5683,no sad songs for me,1950,cinematography,O
5684,samson and delilah,1950,cinematography,N
5685,annie get your gun,1950,cinematography,N
5686,cinderella,1950,cinematography,O
5687,i'll get by,1950,cinematography,O
5688,three little words,1950,cinematography,O
5689,the west point story,1950,cinematography,O
5690,"captain carey, u.s.a.",1950,cinematography,O
5691,the toast of new orleans,1950,cinematography,O
5692,singing guns,1950,cinematography,O
5693,wabash avenue,1950,cinematography,O
5694,louisa,1950,cinematography,O
5695,our very own,1950,cinematography,O
5696,trio,1950,cinematography,O
5697,the red danube,1950,cinematography,O
5698,destination moon,1950,cinematography,O
5699,the furies,1950,cinematography,N
5700,the black rose,1950,cinematography,O
5701,that forsyte woman,1950,cinematography,O
5702,an american in paris,1951,cinematography,W
5703,decision before dawn,1951,cinematography,O
5704,a place in the sun,1951,cinematography,W
5705,quo vadis,1951,cinematography,N
5706,a streetcar named desire,1951,cinematography,N
5707,the african queen,1951,cinematography,O
5708,detective story,1951,cinematography,O
5709,bright victory,1951,cinematography,O
5710,death of a salesman,1951,cinematography,N
5711,the blue veil,1951,cinematography,O
5712,come fill the cup,1951,cinematography,O
5713,the mating season,1951,cinematography,O
5714,la ronde,1951,cinematography,O
5715,david and bathsheba,1951,cinematography,N
5716,alice in wonderland,1951,cinematography,O
5717,the great caruso,1951,cinematography,O
5718,on the riviera,1951,cinematography,O
5719,show boat,1951,cinematography,N
5720,here comes the groom,1951,cinematography,O
5721,the strip,1951,cinematography,O
5722,golden girl,1951,cinematography,O
5723,royal wedding,1951,cinematography,O
5724,"rich, young and pretty",1951,cinematography,O
5725,i want you,1951,cinematography,O
5726,two tickets to broadway,1951,cinematography,O
5727,fourteen hours,1951,cinematography,O
5728,the house on telegraph hill,1951,cinematography,O
5729,too young to kiss,1951,cinematography,O
5730,tales of hoffmann,1951,cinematography,O
5731,the frogmen,1951,cinematography,N
5732,strangers on a train,1951,cinematography,N
5733,when worlds collide,1951,cinematography,N
5734,kind lady,1951,cinematography,O
5735,the model and the marriage broker,1951,cinematography,O
5736,the mudlark,1951,cinematography,O
5737,the well,1951,cinematography,O
5738,the greatest show on earth,1952,cinematography,O
5739,high noon,1952,cinematography,O
5740,ivanhoe,1952,cinematography,N
5741,moulin rouge,1952,cinematography,O
5742,the quiet man,1952,cinematography,W
5743,five fingers,1952,cinematography,O
5744,viva zapata!,1952,cinematography,O
5745,the bad and the beautiful,1952,cinematography,W
5746,the lavender hill mob,1952,cinematography,O
5747,"come back, little sheba",1952,cinematography,O
5748,sudden fear,1952,cinematography,N
5749,the star,1952,cinematography,O
5750,the member of the wedding,1952,cinematography,O
5751,with a song in my heart,1952,cinematography,O
5752,my cousin rachel,1952,cinematography,N
5753,the big sky,1952,cinematography,N
5754,singin' in the rain,1952,cinematography,O
5755,the man in the white suit,1952,cinematography,O
5756,the miracle of our lady of fatima,1952,cinematography,O
5757,the thief,1952,cinematography,O
5758,hans christian andersen,1952,cinematography,N
5759,the jazz singer,1952,cinematography,O
5760,the medium,1952,cinematography,O
5761,son of paleface,1952,cinematography,O
5762,because you're mine,1952,cinematography,O
5763,just for you,1952,cinematography,O
5764,breaking the sound barrier,1952,cinematography,O
5765,the card,1952,cinematography,O
5766,carrie,1952,cinematography,O
5767,rashomon,1952,cinematography,O
5768,the merry widow,1952,cinematography,O
5769,the snows of kilimanjaro,1952,cinematography,N
5770,navajo,1952,cinematography,N
5771,million dollar mermaid,1952,cinematography,N
5772,affair in trinidad,1952,cinematography,O
5773,flat top,1952,cinematography,O
5774,from here to eternity,1953,cinematography,W
5775,julius caesar,1953,cinematography,N
5776,the robe,1953,cinematography,N
5777,roman holiday,1953,cinematography,N
5778,shane,1953,cinematography,W
5779,lili,1953,cinematography,N
5780,stalag 17,1953,cinematography,O
5781,mogambo,1953,cinematography,O
5782,the moon is blue,1953,cinematography,O
5783,hondo,1953,cinematography,O
5784,torch song,1953,cinematography,O
5785,pickup on south street,1953,cinematography,O
5786,the cruel sea,1953,cinematography,O
5787,above and beyond,1953,cinematography,O
5788,this is cinerama,1953,cinematography,O
5789,call me madam,1953,cinematography,O
5790,"the 5,000 fingers of dr. t.",1953,cinematography,O
5791,the band wagon,1953,cinematography,O
5792,calamity jane,1953,cinematography,O
5793,kiss me kate,1953,cinematography,O
5794,small town girl,1953,cinematography,O
5795,miss sadie thompson,1953,cinematography,O
5796,the caddy,1953,cinematography,O
5797,knights of the round table,1953,cinematography,O
5798,the mississippi gambler,1953,cinematography,O
5799,the war of the worlds,1953,cinematography,O
5800,martin luther,1953,cinematography,N
5801,the president's lady,1953,cinematography,O
5802,titanic,1953,cinematography,O
5803,the story of three loves,1953,cinematography,O
5804,young bess,1953,cinematography,O
5805,the four poster,1953,cinematography,N
5806,all the brothers were valiant,1953,cinematography,N
5807,beneath the 12-mile reef,1953,cinematography,N
5808,the actress,1953,cinematography,O
5809,dream wife,1953,cinematography,O
5810,how to marry a millionaire,1953,cinematography,O
5811,crazylegs,1953,cinematography,O
5812,on the waterfront,1954,cinematography,W
5813,the caine mutiny,1954,cinematography,O
5814,the country girl,1954,cinematography,N
5815,seven brides for seven brothers,1954,cinematography,N
5816,three coins in the fountain,1954,cinematography,W
5817,the high and the mighty,1954,cinematography,O
5818,rear window,1954,cinematography,N
5819,sabrina,1954,cinematography,N
5820,a star is born,1954,cinematography,O
5821,robinson crusoe,1954,cinematography,O
5822,carmen jones,1954,cinematography,O
5823,magnificent obsession,1954,cinematography,O
5824,the barefoot contessa,1954,cinematography,O
5825,executive suite,1954,cinematography,N
5826,broken lance,1954,cinematography,O
5827,genevieve,1954,cinematography,O
5828,the silver chalice,1954,cinematography,N
5829,the glenn miller story,1954,cinematography,O
5830,there's no business like show business,1954,cinematography,O
5831,white christmas,1954,cinematography,O
5832,susan slept here,1954,cinematography,O
5833,brigadoon,1954,cinematography,O
5834,le plaisir,1954,cinematography,O
5835,"20,000 leagues under the sea",1954,cinematography,O
5836,désirée,1954,cinematography,O
5837,red garters,1954,cinematography,O
5838,rogue cop,1954,cinematography,N
5839,the egyptian,1954,cinematography,N
5840,the earrings of madame de…,1954,cinematography,O
5841,indiscretion of an american wife,1954,cinematography,O
5842,it should happen to you,1954,cinematography,O
5843,gate of hell,1954,cinematography,O
5844,hell and high water,1954,cinematography,O
5845,them!,1954,cinematography,O
5846,marty,1955,cinematography,N
5847,love is a many-splendored thing,1955,cinematography,N
5848,mister roberts,1955,cinematography,O
5849,picnic,1955,cinematography,O
5850,the rose tattoo,1955,cinematography,W
5851,bad day at black rock,1955,cinematography,O
5852,east of eden,1955,cinematography,O
5853,summertime,1955,cinematography,O
5854,love me or leave me,1955,cinematography,O
5855,the man with the golden arm,1955,cinematography,O
5856,i'll cry tomorrow,1955,cinematography,N
5857,interrupted melody,1955,cinematography,O
5858,trial,1955,cinematography,O
5859,rebel without a cause,1955,cinematography,O
5860,pete kelly's blues,1955,cinematography,O
5861,blackboard jungle,1955,cinematography,N
5862,battle cry,1955,cinematography,O
5863,oklahoma!,1955,cinematography,N
5864,daddy long legs,1955,cinematography,O
5865,guys and dolls,1955,cinematography,N
5866,it's always fair weather,1955,cinematography,O
5867,the tender trap,1955,cinematography,O
5868,unchained,1955,cinematography,O
5869,not as a stranger,1955,cinematography,O
5870,to catch a thief,1955,cinematography,W
5871,queen bee,1955,cinematography,N
5872,a man called peter,1955,cinematography,N
5873,the pickwick papers,1955,cinematography,O
5874,ugetsu,1955,cinematography,O
5875,the virgin queen,1955,cinematography,O
5876,the bridges at toko-ri,1955,cinematography,O
5877,the dam busters,1955,cinematography,O
5878,the rains of ranchipur,1955,cinematography,O
5879,around the world in 80 days,1956,cinematography,W
5880,friendly persuasion,1956,cinematography,O
5881,giant,1956,cinematography,O
5882,the king and i,1956,cinematography,N
5883,the ten commandments,1956,cinematography,N
5884,war and peace,1956,cinematography,N
5885,lust for life,1956,cinematography,O
5886,richard iii,1956,cinematography,O
5887,anastasia,1956,cinematography,O
5888,baby doll,1956,cinematography,N
5889,the rainmaker,1956,cinematography,O
5890,the bad seed,1956,cinematography,N
5891,bus stop,1956,cinematography,O
5892,the bold and the brave,1956,cinematography,O
5893,written on the wind,1956,cinematography,O
5894,the red balloon,1956,cinematography,O
5895,julie,1956,cinematography,O
5896,la strada,1956,cinematography,O
5897,the ladykillers,1956,cinematography,O
5898,between heaven and hell,1956,cinematography,O
5899,the best things in life are free,1956,cinematography,O
5900,the eddy duchin story,1956,cinematography,N
5901,high society,1956,cinematography,O
5902,meet me in las vegas,1956,cinematography,O
5903,the man who knew too much,1956,cinematography,O
5904,the brave one,1956,cinematography,O
5905,somebody up there likes me,1956,cinematography,W
5906,the proud and profane,1956,cinematography,O
5907,seven samurai,1956,cinematography,O
5908,the solid gold cadillac,1956,cinematography,O
5909,teenage rebel,1956,cinematography,O
5910,the harder they fall,1956,cinematography,N
5911,stagecoach to fury,1956,cinematography,N
5912,the power and the prize,1956,cinematography,O
5913,forbidden planet,1956,cinematography,O
5914,the bridge on the river kwai,1957,cinematography,W
5915,12 angry men,1957,cinematography,O
5916,peyton place,1957,cinematography,N
5917,sayonara,1957,cinematography,N
5918,witness for the prosecution,1957,cinematography,O
5919,a hatful of rain,1957,cinematography,O
5920,wild is the wind,1957,cinematography,O
5921,the three faces of eve,1957,cinematography,O
5922,"heaven knows, mr. allison",1957,cinematography,O
5923,raintree county,1957,cinematography,O
5924,a farewell to arms,1957,cinematography,O
5925,the bachelor party,1957,cinematography,O
5926,an affair to remember,1957,cinematography,N
5927,boy on a dolphin,1957,cinematography,O
5928,perri,1957,cinematography,O
5929,the joker is wild,1957,cinematography,O
5930,april love,1957,cinematography,O
5931,tammy and the bachelor,1957,cinematography,O
