,actor,actress,cinematography,costume,director,editing,effects,music,picture,s_actor,s_actress,screenplay,song,sound,title,year
1732,O,O,O,O,O,N,O,O,O,O,O,O,O,N,total recall,1990
1733,O,O,O,O,O,N,O,O,O,O,O,O,O,O,flatliners,1990
1734,O,O,O,N,O,O,O,O,O,O,O,O,O,O,hamlet,1990
1735,O,O,N,O,O,O,O,O,O,O,O,O,O,O,henry & june,1990
1736,W,W,O,O,W,N,O,O,W,O,O,W,O,N,the silence of the lambs,1991
1737,O,O,O,O,O,O,O,W,N,O,O,O,WN,N,beauty and the beast,1991
1738,N,O,N,W,N,O,O,N,N,N,O,N,O,O,bugsy,1991
1739,O,O,W,O,N,W,O,N,N,N,O,N,O,N,jfk,1991
1740,N,O,N,O,O,O,O,N,N,O,N,N,O,O,the prince of tides,1991
1741,O,O,O,O,N,O,O,O,O,O,O,N,O,O,boyz n the hood,1991
1742,O,N,N,O,N,N,O,O,O,O,O,W,O,O,thelma & louise,1991
1743,N,O,O,O,O,O,O,O,O,O,N,O,O,O,cape fear,1991
1744,N,O,O,O,O,O,O,N,O,O,W,N,O,O,the fisher king,1991
1745,O,N,O,O,O,O,O,O,O,O,N,O,O,O,rambling rose,1991
1746,O,N,O,O,O,O,O,O,O,O,O,O,O,O,for the boys,1991
1747,O,O,O,O,O,O,O,O,O,W,O,O,O,O,city slickers,1991
1748,O,O,O,N,O,O,O,O,O,N,O,O,O,O,barton fink,1991
1749,O,O,O,O,O,O,O,O,O,O,N,N,O,O,fried green tomatoes,1991
1750,O,O,O,O,O,O,O,O,O,O,O,N,O,O,grand canyon,1991
1751,O,O,O,O,O,O,O,O,O,O,O,N,O,O,europa europa,1991
1752,O,O,O,O,O,O,O,O,O,O,O,O,N,O,robin hood: prince of thieves,1991
1753,O,O,O,N,O,O,N,O,O,O,O,O,N,O,hook,1991
1754,O,O,N,O,O,N,W,O,O,O,O,O,O,W,terminator 2: judgment day,1991
1755,O,O,O,O,O,N,N,O,O,O,O,O,O,N,backdraft,1991
1756,O,O,O,O,O,N,O,O,O,O,O,O,O,O,star trek vi: the undiscovered country,1991
1757,O,O,O,N,O,O,O,O,O,O,O,O,O,O,the addams family,1991
1758,O,O,O,N,O,O,O,O,O,O,O,O,O,O,madame bovary,1991
1759,O,O,O,O,O,N,O,O,O,O,O,O,O,O,the commitments,1991
1760,N,O,N,O,W,W,O,O,W,W,O,N,O,N,unforgiven,1992
1761,N,O,O,O,N,N,O,O,N,N,O,W,O,O,the crying game,1992
1762,O,O,O,O,O,N,O,O,N,N,O,O,O,N,a few good men,1992
1763,O,W,N,N,N,O,O,N,N,O,N,W,O,O,howards end,1992
1764,W,O,O,O,N,O,O,O,N,O,O,N,O,O,scent of a woman,1992
1765,O,O,O,O,N,N,O,O,O,O,O,N,O,O,the player,1992
1766,N,O,O,O,O,O,O,N,O,O,O,O,O,O,chaplin,1992
1767,N,O,O,N,O,O,O,O,O,O,O,O,O,O,malcolm x,1992
1768,O,N,O,O,O,O,O,O,O,O,O,O,O,O,indochine,1992
1769,O,N,O,O,O,O,O,O,O,O,O,N,O,O,passion fish,1992
1770,O,N,O,O,O,O,O,O,O,O,O,O,O,O,love field,1992
1771,O,N,O,O,O,O,O,O,O,O,O,N,O,O,lorenzo's oil,1992
1772,O,O,O,O,O,O,O,O,O,N,O,O,O,O,glengarry glen ross,1992
1773,O,O,O,O,O,O,O,O,O,N,O,O,O,O,mr. saturday night,1992
1774,O,O,O,O,O,O,O,O,O,O,W,O,O,O,my cousin vinny,1992
1775,O,O,O,O,O,O,O,O,O,O,N,N,O,O,husbands and wives,1992
1776,O,O,O,N,O,O,O,O,O,O,N,N,O,O,enchanted april,1992
1777,O,O,O,O,O,O,O,O,O,O,N,O,O,O,damage,1992
1778,O,O,W,O,O,O,O,N,O,O,O,N,O,O,a river runs through it,1992
1779,O,O,O,O,O,N,O,W,O,O,O,O,WN,N,aladdin,1992
1780,O,O,O,O,O,N,O,N,O,O,O,O,O,O,basic instinct,1992
1781,O,O,O,O,O,O,O,O,O,O,O,O,N,O,the bodyguard,1992
1782,O,O,O,O,O,O,O,O,O,O,O,O,N,O,the mambo kings,1992
1783,O,O,O,W,O,W,O,O,O,O,O,O,O,O,bram stoker's dracula,1992
1784,O,O,O,O,O,N,O,O,O,O,O,O,O,N,under siege,1992
1785,O,O,O,O,O,O,O,O,O,O,O,O,O,W,the last of the mohicans,1992
1786,O,O,O,N,O,O,O,O,O,O,O,O,O,O,toys,1992
1787,O,O,N,O,O,O,O,O,O,O,O,O,O,O,hoffa,1992
1788,O,O,N,O,O,O,O,O,O,O,O,O,O,O,the lover,1992
1789,O,O,O,O,O,O,W,O,O,O,O,O,O,O,death becomes her,1992
1790,O,O,O,O,O,O,N,O,O,O,O,O,O,O,alien³,1992
1791,O,O,O,O,O,O,N,O,O,O,O,O,O,O,batman returns,1992
1792,N,O,W,N,W,W,O,W,W,N,O,W,O,N,schindler's list,1993
1793,O,O,N,O,O,N,O,N,N,W,O,O,O,N,the fugitive,1993
1794,N,O,O,O,N,N,O,O,N,N,N,N,O,O,in the name of the father,1993
1795,O,W,N,N,N,N,O,O,N,O,W,W,O,O,the piano,1993
1796,N,N,O,N,N,O,O,N,N,O,O,N,O,O,the remains of the day,1993
1797,O,O,O,O,N,O,O,O,O,O,O,O,O,O,short cuts,1993
1798,W,O,O,O,O,O,O,O,O,O,O,N,WN,O,philadelphia,1993
1799,N,N,O,O,O,O,O,O,O,O,O,O,O,O,what's love got to do with it,1993
1800,O,N,O,O,O,O,O,O,O,O,O,O,O,O,six degrees of separation,1993
1801,O,N,O,O,O,O,O,O,O,O,O,N,O,O,shadowlands,1993
1802,O,O,O,O,O,O,O,O,O,N,O,O,O,O,what's eating gilbert grape,1993
1803,O,O,O,O,O,N,O,O,O,N,O,N,O,O,in the line of fire,1993
1804,O,O,O,O,O,O,O,N,O,O,N,O,O,O,the firm,1993
1805,O,O,O,O,O,O,O,O,O,O,N,O,O,O,fearless,1993
1806,O,O,O,W,O,O,O,N,O,O,N,N,O,O,the age of innocence,1993
1807,O,O,O,O,O,O,O,O,O,O,O,N,O,O,dave,1993
1808,O,O,O,O,O,O,O,O,O,O,O,N,N,O,sleepless in seattle,1993
1809,O,O,O,O,O,O,O,O,O,O,O,O,N,O,poetic justice,1993
1810,O,O,O,O,O,O,O,O,O,O,O,O,N,O,beethoven's 2nd,1993
1811,O,O,O,O,O,W,W,O,O,O,O,O,O,W,jurassic park,1993
1812,O,O,O,O,O,N,N,O,O,O,O,O,O,N,cliffhanger,1993
1813,O,O,O,O,O,O,O,O,O,O,O,O,O,N,geronimo: an american legend,1993
1814,O,O,O,O,O,O,O,O,O,O,O,O,O,O,addams family values,1993
1815,O,O,O,N,O,O,O,O,O,O,O,O,O,O,orlando,1993
1816,O,O,N,O,O,O,O,O,O,O,O,O,O,O,farewell my concubine,1993
1817,O,O,N,O,O,O,O,O,O,O,O,O,O,O,searching for bobby fischer,1993
1818,O,O,O,O,O,O,N,O,O,O,O,O,O,O,the nightmare before christmas,1993
1819,W,O,N,O,W,W,W,N,W,N,O,W,O,N,forrest gump,1994
1820,O,O,O,O,O,O,O,O,N,O,O,N,O,O,four weddings and a funeral,1994
1821,N,O,O,O,N,N,O,O,N,N,N,W,O,O,pulp fiction,1994
1822,O,O,O,O,N,O,O,O,N,N,O,N,O,O,quiz show,1994
1823,N,O,N,O,O,N,O,N,N,O,O,N,O,N,the shawshank redemption,1994
1824,O,O,O,N,N,O,O,O,O,N,WN,N,O,O,bullets over broadway,1994
1825,O,O,N,O,N,O,O,O,O,O,O,N,O,O,red,1994
1826,N,O,O,O,O,O,O,O,O,O,N,N,O,O,the madness of king george,1994
1827,N,O,O,O,O,O,O,O,O,O,O,N,O,O,nobody's fool,1994
1828,O,W,O,O,O,O,O,O,O,O,O,O,O,O,blue sky,1994
1829,O,N,O,O,O,O,O,O,O,O,O,O,O,O,nell,1994
1830,O,N,O,O,O,O,O,O,O,O,N,O,O,O,tom & viv,1994
1831,O,N,O,N,O,O,O,N,O,O,O,O,O,O,little women,1994
1832,O,N,O,O,O,O,O,O,O,O,O,O,O,O,the client,1994
1833,O,O,O,O,O,O,O,O,O,W,O,O,O,O,ed wood,1994
1834,O,O,O,O,O,O,O,O,O,O,O,N,O,O,heavenly creatures,1994
1835,O,O,O,O,O,O,O,W,O,O,O,O,WN,O,the lion king,1994
1836,O,O,O,O,O,O,O,N,O,O,O,O,O,O,interview with the vampire,1994
1837,O,O,O,O,O,O,O,O,O,O,O,O,N,O,junior,1994
1838,O,O,O,O,O,O,O,O,O,O,O,O,N,O,the paper,1994
1839,O,O,O,O,O,N,O,O,O,O,O,O,O,W,speed,1994
1840,O,O,O,O,O,N,O,O,O,O,O,O,O,N,clear and present danger,1994
1841,O,O,W,O,O,O,O,O,O,O,O,O,O,N,legends of the fall,1994
1842,O,O,N,O,O,O,O,O,O,O,O,O,O,O,wyatt earp,1994
1843,O,O,O,W,O,O,O,O,O,O,O,O,O,O,"the adventures of priscilla, queen of the desert",1994
1844,O,O,O,N,O,O,O,O,O,O,O,O,O,O,maverick,1994
1845,O,O,O,N,O,O,O,O,O,O,O,O,O,O,queen margot,1994
1846,O,O,O,O,O,N,O,O,O,O,O,O,O,O,hoop dreams,1994
1847,O,O,O,O,O,O,N,O,O,O,O,O,O,O,the mask,1994
1848,O,O,O,O,O,O,N,O,O,O,O,O,O,O,true lies,1994
1849,O,O,W,N,W,N,O,N,W,O,O,N,O,N,braveheart,1995
1850,O,O,O,O,O,W,N,N,N,N,N,N,O,W,apollo 13,1995
1851,O,O,O,O,N,N,W,O,N,N,O,N,O,O,babe,1995
1852,N,O,O,O,N,O,O,W,N,O,O,N,O,O,il postino: the postman,1995
1853,O,N,N,N,O,O,O,N,N,O,N,W,O,O,sense and sensibility,1995
1854,N,W,O,O,N,O,O,O,O,O,O,O,N,O,dead man walking,1995
1855,W,N,O,O,N,O,O,O,O,O,O,N,O,O,leaving las vegas,1995
1856,N,O,O,O,O,O,O,O,O,O,O,O,O,O,mr. holland's opus,1995
1857,N,O,O,O,O,O,O,N,O,O,N,N,O,O,nixon,1995
1858,O,N,O,O,O,O,O,O,O,O,O,O,O,O,casino,1995
1859,O,N,O,O,O,O,O,O,O,O,O,O,O,O,the bridges of madison county,1995
1860,O,O,O,O,O,O,O,O,O,W,O,W,O,O,the usual suspects,1995
1861,O,O,O,N,O,O,O,O,O,N,O,O,O,O,12 monkeys,1995
1862,O,O,O,O,O,O,O,O,O,N,O,O,O,O,rob roy,1995
1863,O,O,O,O,O,O,O,O,O,O,W,N,O,O,mighty aphrodite,1995
1864,O,O,O,O,O,O,O,O,O,O,N,O,O,O,georgia,1995
1865,O,O,O,O,O,O,O,N,O,O,O,N,N,O,toy story,1995
1866,O,O,O,O,O,O,O,W,O,O,O,O,W,O,pocahontas,1995
1867,O,O,O,O,O,O,O,N,O,O,O,O,O,O,the american president,1995
1868,O,O,O,O,O,O,O,N,O,O,O,O,N,O,sabrina,1995
1869,O,O,O,O,O,O,O,N,O,O,O,O,O,O,unstrung heroes,1995
1870,O,O,O,O,O,O,O,O,O,O,O,O,N,O,don juan demarco,1995
1871,O,O,N,O,O,N,O,O,O,O,O,O,O,N,batman forever,1995
1872,O,O,O,O,O,N,O,O,O,O,O,O,O,N,crimson tide,1995
1873,O,O,O,O,O,O,O,O,O,O,O,O,O,N,waterworld,1995
1874,O,O,O,W,O,O,O,O,O,O,O,O,O,O,restoration,1995
1875,O,O,N,O,O,O,O,O,O,O,O,O,O,O,a little princess,1995
1876,O,O,O,N,O,O,O,O,O,O,O,O,O,O,richard iii,1995
1877,O,O,N,O,O,O,O,O,O,O,O,O,O,O,shanghai triad,1995
1878,O,O,O,O,O,N,O,O,O,O,O,O,O,O,seven,1995
1879,N,N,W,W,W,W,O,W,W,O,W,N,O,W,the english patient,1996
1880,O,W,N,O,N,N,O,O,N,N,O,W,O,O,fargo,1996
1881,N,O,O,O,O,N,O,O,N,W,O,N,O,O,jerry maguire,1996
1882,O,N,O,O,N,O,O,O,N,O,N,N,O,O,secrets & lies,1996
1883,W,O,O,O,N,N,O,N,N,N,O,N,O,O,shine,1996
1884,N,O,O,O,N,O,O,O,O,O,O,O,O,O,the people vs. larry flynt,1996
1885,N,O,O,O,O,O,O,O,O,O,O,W,O,O,sling blade,1996
1886,O,N,O,O,O,O,O,O,O,O,O,O,O,O,marvin's room,1996
1887,O,N,O,O,O,O,O,O,O,O,O,O,O,O,breaking the waves,1996
1888,O,O,O,O,O,O,O,O,O,N,O,O,O,O,primal fear,1996
1889,O,O,O,O,O,O,O,O,O,N,O,O,O,O,ghosts of mississippi,1996
1890,O,O,O,O,O,O,O,O,O,O,N,N,O,O,the crucible,1996
1891,O,O,O,O,O,O,O,O,O,O,N,O,N,O,the mirror has two faces,1996
1892,O,O,O,N,O,O,O,O,O,O,N,O,O,O,the portrait of a lady,1996
1893,O,O,O,O,O,O,O,O,O,O,O,N,O,O,lone star,1996
1894,O,O,O,N,O,O,O,N,O,O,O,N,O,O,hamlet,1996
1895,O,O,O,O,O,O,O,O,O,O,O,N,O,O,trainspotting,1996
1896,O,O,N,O,O,O,O,N,O,O,O,O,O,O,michael collins,1996
1897,O,O,O,O,O,O,O,N,O,O,O,O,O,O,sleepers,1996
1898,O,O,O,N,O,O,O,W,O,O,O,O,O,O,emma,1996
1899,O,O,O,O,O,O,O,N,O,O,O,O,O,O,the first wives club,1996
1900,O,O,O,O,O,O,O,N,O,O,O,O,O,O,the hunchback of notre dame,1996
1901,O,O,O,O,O,O,O,N,O,O,O,O,O,O,james and the giant peach,1996
1902,O,O,O,O,O,O,O,N,O,O,O,O,O,O,the preacher's wife,1996
1903,O,O,N,O,O,N,O,O,O,O,O,O,W,N,evita,1996
1904,O,O,O,O,O,O,O,O,O,O,O,O,N,O,one fine day,1996
1905,O,O,O,O,O,O,O,O,O,O,O,O,N,O,that thing you do!,1996
1906,O,O,O,O,O,O,O,O,O,O,O,O,N,O,up close and personal,1996
1907,O,O,O,O,O,W,O,O,O,O,O,O,O,O,the ghost and the darkness,1996
1908,O,O,O,O,O,N,O,O,O,O,O,O,O,O,daylight,1996
1909,O,O,O,O,O,N,O,O,O,O,O,O,O,O,eraser,1996
1910,O,O,O,O,O,O,W,O,O,O,O,O,O,N,independence day,1996
1911,O,O,O,O,O,O,O,O,O,O,O,O,O,N,the rock,1996
1912,O,O,O,O,O,O,N,O,O,O,O,O,O,N,twister,1996
1913,O,O,O,O,O,O,O,O,O,O,O,O,O,O,the birdcage,1996
1914,O,O,O,O,O,O,O,O,O,O,O,O,O,O,romeo + juliet,1996
1915,O,O,N,O,O,O,O,O,O,O,O,O,O,O,fly away home,1996
1916,O,O,O,N,O,O,O,O,O,O,O,O,O,O,angels & insects,1996
1917,O,O,O,O,O,O,N,O,O,O,O,O,O,O,dragonheart,1996
1918,O,N,W,W,W,W,W,W,W,O,N,O,W,W,titanic,1997
1919,W,W,O,O,O,N,O,N,N,N,O,N,O,O,as good as it gets,1997
1920,O,O,O,O,N,O,O,W,N,O,O,N,O,O,the full monty,1997
1921,N,O,O,O,N,N,O,N,N,W,N,W,N,O,good will hunting,1997
1922,O,O,N,O,N,N,O,N,N,O,W,W,O,N,l.a. confidential,1997
1923,O,O,O,O,N,O,O,O,O,O,O,N,O,O,the sweet hereafter,1997
1924,N,O,O,O,O,O,O,O,O,O,O,O,O,O,the apostle,1997
1925,N,O,O,O,O,O,O,O,O,O,O,O,O,O,ulee's gold,1997
1926,N,O,O,O,O,O,O,O,O,O,O,N,O,O,wag the dog,1997
1927,O,N,N,N,O,O,O,O,O,O,O,N,O,O,the wings of the dove,1997
1928,O,N,O,O,O,O,O,O,O,O,O,O,O,O,afterglow,1997
1929,O,N,O,O,O,O,O,O,O,O,O,O,O,O,mrs brown,1997
1930,O,O,O,O,O,O,O,O,O,N,O,O,O,O,jackie brown,1997
1931,O,O,N,N,O,O,O,N,O,N,O,O,O,O,amistad,1997
1932,O,O,O,O,O,O,O,O,O,N,N,N,O,O,boogie nights,1997
1933,O,O,O,O,O,O,O,O,O,O,N,O,O,O,in & out,1997
1934,O,O,O,O,O,O,O,O,O,O,O,N,O,O,deconstructing harry,1997
1935,O,O,O,O,O,O,O,O,O,O,O,N,O,O,donnie brasco,1997
1936,O,O,N,N,O,O,O,N,O,O,O,O,O,O,kundun,1997
1937,O,O,O,O,O,O,O,N,O,O,O,O,N,O,anastasia,1997
1938,O,O,O,O,O,O,O,N,O,O,O,O,O,O,men in black,1997
1939,O,O,O,O,O,O,O,N,O,O,O,O,O,O,my best friend's wedding,1997
1940,O,O,O,O,O,O,O,O,O,O,O,O,N,O,hercules,1997
1941,O,O,O,O,O,O,O,O,O,O,O,O,N,N,con air,1997
1942,O,O,O,O,O,N,O,O,O,O,O,O,O,O,face/off,1997
1943,O,O,O,O,O,N,O,O,O,O,O,O,O,O,the fifth element,1997
1944,O,O,O,O,O,N,O,O,O,O,O,O,O,N,air force one,1997
1945,O,O,O,O,O,O,O,O,O,O,O,O,O,N,contact,1997
1946,O,O,O,O,O,O,O,O,O,O,O,O,O,O,gattaca,1997
1947,O,O,O,N,O,O,O,O,O,O,O,O,O,O,oscar and lucinda,1997
1948,O,O,O,O,O,O,N,O,O,O,O,O,O,O,the lost world: jurassic park,1997
1949,O,O,O,O,O,O,N,O,O,O,O,O,O,O,starship troopers,1997
1950,O,W,N,W,N,N,O,W,W,N,W,W,O,N,shakespeare in love,1998
1951,O,N,N,N,O,O,O,N,N,O,O,O,O,O,elizabeth,1998
1952,W,O,O,O,N,N,O,W,N,O,O,N,O,O,life is beautiful,1998
1953,N,O,W,O,W,W,O,N,N,O,O,N,O,W,saving private ryan,1998
1954,O,O,N,O,N,N,O,N,N,O,O,N,O,N,the thin red line,1998
1955,O,O,O,O,N,O,O,O,O,N,O,N,O,O,the truman show,1998
1956,N,O,O,O,O,O,O,O,O,O,N,W,O,O,gods and monsters,1998
1957,N,O,O,O,O,O,O,O,O,W,O,O,O,O,affliction,1998
1958,N,O,O,O,O,O,O,O,O,O,O,O,O,O,american history x,1998
1959,O,N,O,O,O,O,O,O,O,O,O,O,O,O,central station,1998
1960,O,N,O,O,O,O,O,O,O,O,O,O,O,O,one true thing,1998
1961,O,N,O,O,O,O,O,O,O,O,N,O,O,O,hilary and jackie,1998
1962,O,O,N,O,O,O,O,O,O,N,O,O,O,O,a civil action,1998
1963,O,O,O,O,O,O,O,O,O,N,O,N,O,O,a simple plan,1998
1964,O,O,O,O,O,O,O,O,O,O,N,N,O,O,primary colors,1998
1965,O,O,O,O,O,O,O,O,O,O,N,O,O,O,little voice,1998
1966,O,O,O,O,O,O,O,O,O,O,O,N,O,O,bulworth,1998
1967,O,O,O,O,O,N,O,O,O,O,O,N,O,O,out of sight,1998
1968,O,O,O,O,O,O,O,N,O,O,O,O,W,O,the prince of egypt,1998
1969,O,O,O,O,O,N,N,O,O,O,O,O,N,N,armageddon,1998
1970,O,O,O,O,O,O,O,O,O,O,O,O,N,O,babe: pig in the city,1998
1971,O,O,O,O,O,O,O,O,O,O,O,O,N,O,the horse whisperer,1998
1972,O,O,O,O,O,O,O,O,O,O,O,O,N,O,quest for camelot,1998
1973,O,O,O,N,O,O,O,N,O,O,O,O,O,O,pleasantville,1998
1974,O,O,O,O,O,O,O,N,O,O,O,O,O,O,a bug's life,1998
1975,O,O,O,O,O,O,O,N,O,O,O,O,O,O,mulan,1998
1976,O,O,O,O,O,O,O,N,O,O,O,O,O,O,patch adams,1998
1977,O,O,O,O,O,N,O,O,O,O,O,O,O,N,the mask of zorro,1998
1978,O,O,O,O,O,O,W,O,O,O,O,O,O,O,what dreams may come,1998
1979,O,O,O,N,O,O,O,O,O,O,O,O,O,O,beloved,1998
1980,O,O,O,N,O,O,O,O,O,O,O,O,O,O,velvet goldmine,1998
1981,O,O,O,O,O,O,N,O,O,O,O,O,O,O,mighty joe young,1998
1982,W,N,W,O,W,N,O,N,W,O,O,W,O,O,american beauty,1999
1983,O,O,O,O,N,N,O,N,N,W,O,W,O,O,the cider house rules,1999
1984,O,O,O,O,O,O,O,O,N,N,O,N,O,N,the green mile,1999
1985,N,O,N,O,N,N,O,O,N,O,O,N,O,N,the insider,1999
1986,O,O,O,O,N,N,O,O,N,N,N,N,O,O,the sixth sense,1999
1987,O,O,O,O,N,O,O,O,O,O,N,N,O,O,being john malkovich,1999
1988,N,O,O,O,O,O,O,O,O,O,O,O,O,O,the straight story,1999
1989,N,O,O,O,O,O,O,O,O,O,N,O,O,O,sweet and lowdown,1999
1990,N,O,O,O,O,O,O,O,O,O,O,O,O,O,the hurricane,1999
1991,O,W,O,O,O,O,O,O,O,O,N,O,O,O,boys don't cry,1999
1992,O,N,O,O,O,O,O,O,O,O,O,O,O,O,tumbleweeds,1999
1993,O,N,N,O,O,O,O,O,O,O,O,O,O,O,the end of the affair,1999
1994,O,N,O,O,O,O,O,O,O,O,O,O,N,O,music of the heart,1999
1995,O,O,O,O,O,O,O,O,O,N,O,N,N,O,magnolia,1999
1996,O,O,O,N,O,O,O,N,O,N,O,N,O,O,the talented mr. ripley,1999
1997,O,O,O,O,O,O,O,O,O,O,W,O,O,O,"girl, interrupted",1999
1998,O,O,O,W,O,O,O,O,O,O,O,N,O,O,topsy-turvy,1999
1999,O,O,O,O,O,O,O,O,O,O,O,N,O,O,election,1999
2000,O,O,O,O,O,O,O,W,O,O,O,O,O,O,the red violin,1999
2001,O,O,O,O,O,O,O,N,O,O,O,O,O,O,angela's ashes,1999
2002,O,O,O,O,O,O,O,O,O,O,O,O,W,O,tarzan,1999
2003,O,O,O,O,O,O,O,O,O,O,O,O,N,O,"south park: bigger, longer & uncut",1999
2004,O,O,O,O,O,O,O,O,O,O,O,O,N,O,toy story 2,1999
2005,O,O,O,O,O,W,W,O,O,O,O,O,O,W,the matrix,1999
2006,O,O,O,O,O,N,O,O,O,O,O,O,O,O,fight club,1999
2007,O,O,O,O,O,N,N,O,O,O,O,O,O,N,star wars: episode i  the phantom menace,1999
2008,O,O,O,O,O,O,O,O,O,O,O,O,O,N,the mummy,1999
2009,O,O,N,N,O,O,O,O,O,O,O,O,O,O,sleepy hollow,1999
2010,O,O,O,N,O,O,O,O,O,O,O,O,O,O,anna and the king,1999
2011,O,O,N,O,O,O,O,O,O,O,O,O,O,O,snow falling on cedars,1999
2012,O,O,O,N,O,O,O,O,O,O,O,O,O,O,titus,1999
2013,O,O,O,O,O,O,N,O,O,O,O,O,O,O,stuart little,1999
2014,W,O,N,W,N,N,W,N,W,N,O,N,O,W,gladiator,2000
2015,O,N,O,O,O,O,O,N,N,O,N,N,O,O,chocolat,2000
2016,O,O,W,N,N,N,O,W,N,O,O,N,N,O,"crouching tiger, hidden dragon",2000
2017,O,W,O,O,N,O,O,O,N,N,O,N,O,O,erin brockovich,2000
2018,O,O,O,O,W,W,O,O,N,W,O,W,O,O,traffic,2000
2019,O,O,O,O,N,O,O,O,O,O,N,N,O,O,billy elliot,2000
2020,N,O,O,O,O,O,O,O,O,O,O,O,O,O,before night falls,2000
2021,N,O,O,O,O,O,O,O,O,O,O,O,O,N,cast away,2000
2022,N,O,O,O,O,O,O,O,O,O,W,O,O,O,pollock,2000
2023,N,O,O,N,O,O,O,O,O,O,O,O,O,O,quills,2000
2024,O,N,O,O,O,O,O,O,O,N,O,O,O,O,the contender,2000
2025,O,N,O,O,O,O,O,O,O,O,O,O,O,O,requiem for a dream,2000
2026,O,N,O,O,O,O,O,O,O,O,O,N,O,O,you can count on me,2000
2027,O,O,O,O,O,O,O,O,O,N,O,O,O,O,shadow of the vampire,2000
2028,O,O,O,O,O,N,O,O,O,O,N,W,O,O,almost famous,2000
2029,O,O,N,O,O,O,O,O,O,O,O,N,O,O,"o brother, where art thou?",2000
2030,O,O,O,O,O,N,O,O,O,O,O,N,W,O,wonder boys,2000
2031,O,O,N,O,O,O,O,N,O,O,O,O,O,O,malèna,2000
2032,O,O,N,O,O,O,O,N,O,O,O,O,O,N,the patriot,2000
2033,O,O,O,O,O,O,O,O,O,O,O,O,N,O,meet the parents,2000
2034,O,O,O,O,O,O,O,O,O,O,O,O,N,O,dancer in the dark,2000
2035,O,O,O,O,O,O,O,O,O,O,O,O,N,O,the emperor's new groove,2000
2036,O,O,O,O,O,W,O,O,O,O,O,O,O,N,u-571,2000
2037,O,O,O,O,O,N,O,O,O,O,O,O,O,O,space cowboys,2000
2038,O,O,O,O,O,O,N,O,O,O,O,O,O,N,the perfect storm,2000
2039,O,O,O,N,O,O,O,O,O,O,O,O,O,O,how the grinch stole christmas,2000
2040,O,O,O,O,O,O,O,O,O,O,O,O,O,O,vatel,2000
2041,O,O,O,N,O,O,O,O,O,O,O,O,O,O,102 dalmatians,2000
2042,O,O,O,O,O,O,N,O,O,O,O,O,O,O,hollow man,2000
2043,N,O,O,O,W,N,O,N,W,O,W,W,O,O,a beautiful mind,2001
2044,O,O,O,N,N,O,O,O,N,O,N,W,O,O,gosford park,2001
2045,N,N,O,O,O,O,O,O,N,O,N,N,O,O,in the bedroom,2001
2046,O,O,W,N,N,N,W,W,N,N,O,N,N,N,the lord of the rings: the fellowship of the ring,2001
2047,O,N,N,W,O,N,O,O,N,O,O,O,O,N,moulin rouge!,2001
2048,O,O,N,O,N,W,O,O,O,O,O,O,O,W,black hawk down,2001
2049,O,O,O,O,N,O,O,O,O,O,O,O,O,O,mulholland drive,2001
2050,W,O,O,O,O,O,O,O,O,N,O,O,O,O,training day,2001
2051,N,O,O,O,O,O,O,O,O,O,O,O,O,O,i am sam,2001
2052,N,O,O,O,O,O,O,O,O,N,O,O,O,O,ali,2001
2053,O,W,O,O,O,O,O,O,O,O,O,N,O,O,monster's ball,2001
2054,O,N,O,O,O,O,O,O,O,W,N,O,O,O,iris,2001
2055,O,N,O,O,O,O,O,O,O,O,O,O,O,O,bridget jones's diary,2001
2056,O,O,O,O,O,O,O,O,O,N,O,O,O,O,sexy beast,2001
2057,O,O,N,O,O,O,O,O,O,O,O,N,O,N,amélie,2001
2058,O,O,O,O,O,N,O,O,O,O,O,N,O,O,memento,2001
2059,O,O,O,O,O,O,O,O,O,O,O,N,O,O,the royal tenenbaums,2001
2060,O,O,O,O,O,O,O,O,O,O,O,N,O,O,ghost world,2001
2061,O,O,O,O,O,O,O,O,O,O,O,N,O,O,shrek,2001
2062,O,O,O,O,O,O,N,N,O,O,O,O,O,O,a.i. artificial intelligence,2001
2063,O,O,O,N,O,O,O,N,O,O,O,O,O,O,harry potter and the sorcerer's stone,2001
2064,O,O,O,O,O,N,O,N,O,O,O,O,W,O,"monsters, inc.",2001
2065,O,O,O,O,O,W,N,O,O,O,O,O,N,N,pearl harbor,2001
2066,O,O,O,O,O,O,O,O,O,O,O,O,N,O,kate & leopold,2001
2067,O,O,O,O,O,O,O,O,O,O,O,O,N,O,vanilla sky,2001
2068,O,O,N,O,O,O,O,O,O,O,O,O,O,O,the man who wasn't there,2001
2069,O,O,O,N,O,O,O,O,O,O,O,O,O,O,the affair of the necklace,2001
2070,O,N,N,W,N,W,O,O,W,N,WN,N,N,W,chicago,2002
2071,N,O,N,N,N,N,O,O,N,O,O,N,N,N,gangs of new york,2002
2072,O,W,O,N,N,N,O,N,N,N,N,N,O,O,the hours,2002
2073,O,O,O,O,O,N,W,O,N,O,O,O,O,N,the lord of the rings: the two towers,2002
2074,W,O,N,N,W,N,O,O,N,O,O,W,O,O,the pianist,2002
2075,O,O,O,O,N,O,O,O,O,O,O,W,O,O,talk to her,2002
2076,N,O,O,O,O,O,O,O,O,W,N,N,O,O,adaptation,2002
2077,N,O,O,O,O,O,O,O,O,O,O,O,O,O,the quiet american,2002
